cumomers	Glc6P:63	Fru6P:63	Xul5P.Ery4P:63	FruBP:63	Sed7P.GA3P:63	Sed7P:63	Xul5P.Rib5P:504	Sed7P.GA3P:207	Sed7P.GA3P:977	Sed7P.GA3P:615	Sed7P.GA3P:972	Sed7P.GA3P:619	Sed7P.GA3P:753	Sed7P.GA3P:754	Sed7P.GA3P:756	Xul5P.Rib5P:317	Xul5P.Rib5P:315	Xul5P.Rib5P:311	Sed7P.GA3P:970	Xul5P.Rib5P:318	Xul5P.Rib5P:490	Xul5P.Rib5P:492	Xul5P.Ery4P:119	Xul5P.Rib5P:497	Xul5P.Rib5P:498	Sed7P.GA3P:683	Sed7P.GA3P:686	Xul5P.Ery4P:111	Sed7P.GA3P:685	Sed7P.GA3P:378	Xul5P.Rib5P:798	Sed7P.GA3P:373	Xul5P.Rib5P:791	Sed7P.GA3P:371	Xul5P.Rib5P:797	Sed7P.GA3P:377	Xul5P.Rib5P:795	Xul5P.Ery4P:500	Sed7P.GA3P:978	Xul5P.Ery4P:504	Xul5P.Ery4P:378	Xul5P.Rib5P:634	Xul5P.Ery4P:371	Xul5P.Rib5P:630	Xul5P.Rib5P:633	Xul5P.Rib5P:222	Xul5P.Rib5P:221	Sed7P.GA3P:627	Xul5P.Rib5P:380	Sed7P.GA3P:190	Sed7P.GA3P:711	Sed7P.GA3P:489	Sed7P.GA3P:723	Xul5P.Ery4P:435	Xul5P.Ery4P:437	Xul5P.Ery4P:430	Xul5P.Ery4P:438	Xul5P.Ery4P:207	Sed7P.GA3P:854	Sed7P.GA3P:853	Sed7P.GA3P:851	Sed7P.GA3P:996	Sed7P.GA3P:994	Sed7P.GA3P:993	Sed7P.GA3P:858	Xul5P.Rib5P:910	Xul5P.Rib5P:915	Xul5P.Rib5P:917	Xul5P.Rib5P:918	Sed7P.GA3P:857	Sed7P.GA3P:715	Xul5P.Ery4P:489	Xul5P.Ery4P:483	Xul5P.Ery4P:485	Xul5P.Ery4P:486	Sed7P.GA3P:497	Xul5P.Rib5P:359	Sed7P.GA3P:876	Sed7P.GA3P:492	Sed7P.GA3P:490	Xul5P.Rib5P:350	Sed7P.GA3P:498	Xul5P.Rib5P:455	Xul5P.Rib5P:984	Sed7P:123	Sed7P.GA3P:123	Xul5P.Rib5P:599	Xul5P.Rib5P:980	Sed7P.GA3P:963	Xul5P.Rib5P:591	Xul5P.Rib5P:459	Xul5P.Ery4P:159	Xul5P.Rib5P:858	Sed7P.GA3P:407	Xul5P.Rib5P:851	Xul5P.Rib5P:853	Xul5P.Rib5P:854	Xul5P.Rib5P:857	Sed7P.GA3P:884	Sed7P.GA3P:669	Sed7P.GA3P:881	Sed7P.GA3P:882	Xul5P.Rib5P:189	Xul5P.Rib5P:187	Sed7P.GA3P:663	Sed7P.GA3P:888	Xul5P.Rib5P:183	Sed7P.GA3P:921	Xul5P.Rib5P:378	Xul5P.Rib5P:670	Sed7P.GA3P:399	Xul5P.Rib5P:679	Sed7P.GA3P:819	Sed7P.GA3P:249	Sed7P.GA3P:718	Sed7P.GA3P:374	Sed7P.GA3P:984	Sed7P.GA3P:243	Sed7P.GA3P:717	Sed7P.GA3P:246	Xul5P.Rib5P:126	Sed7P.GA3P:245	Xul5P.Ery4P:470	Xul5P.Ery4P:473	Xul5P.Ery4P:474	Xul5P.Ery4P:476	Sed7P.GA3P:980	Sed7P.GA3P:813	Xul5P.Ery4P:249	Xul5P.Ery4P:243	Sed7P.GA3P:811	Xul5P.Ery4P:246	Xul5P.Ery4P:245	Sed7P.GA3P:814	Sed7P.GA3P:435	Xul5P.Rib5P:931	Xul5P.Rib5P:175	Sed7P.GA3P:966	Sed7P.GA3P:869	Sed7P.GA3P:867	Sed7P.GA3P:860	Sed7P.GA3P:438	Xul5P.Ery4P:399	Xul5P.Rib5P:821	Xul5P.Rib5P:822	Xul5P.Rib5P:825	Xul5P.Rib5P:826	Xul5P.Rib5P:411	Xul5P.Rib5P:413	Xul5P.Rib5P:414	Xul5P.Ery4P:373	Xul5P.Ery4P:190	Xul5P.Rib5P:559	Xul5P.Rib5P:636	Sed7P.GA3P:444	Sed7P.GA3P:441	Sed7P.GA3P:442	Sed7P.GA3P:567	Xul5P.Ery4P:377	Xul5P.Rib5P:952	Sed7P:119	Sed7P.GA3P:119	Xul5P.Ery4P:374	Sed7P.GA3P:215	Sed7P.GA3P:746	Sed7P.GA3P:745	Xul5P.Rib5P:739	Sed7P.GA3P:543	Sed7P.GA3P:741	Sed7P.GA3P:969	Sed7P.GA3P:219	Xul5P.Rib5P:730	Xul5P.Rib5P:732	Xul5P.Rib5P:1008	Sed7P:126	Sed7P.GA3P:126	Xul5P.Rib5P:303	Xul5P.Rib5P:1000	Sed7P:125	Sed7P.GA3P:125	Sed7P.GA3P:599	Sed7P.GA3P:698	Xul5P.Ery4P:343	Sed7P.GA3P:691	Sed7P.GA3P:693	Sed7P.GA3P:694	Sed7P.GA3P:697	Sed7P.GA3P:933	Xul5P.Rib5P:748	Sed7P.GA3P:363	Xul5P.Rib5P:783	Sed7P.GA3P:365	Sed7P.GA3P:366	Sed7P.GA3P:948	Sed7P.GA3P:917	Sed7P.GA3P:915	Sed7P.GA3P:910	Xul5P.Rib5P:603	Xul5P.Ery4P:363	Xul5P.Rib5P:605	Xul5P.Ery4P:365	Xul5P.Ery4P:366	Xul5P.Rib5P:606	Xul5P.Rib5P:231	Xul5P.Rib5P:235	Xul5P.Rib5P:237	Xul5P.Rib5P:238	Sed7P.GA3P:187	Sed7P.GA3P:629	Sed7P.GA3P:183	Xul5P.Rib5P:215	Sed7P.GA3P:189	Sed7P.GA3P:621	Sed7P.GA3P:622	Xul5P.Ery4P:407	Sed7P.GA3P:748	Sed7P.GA3P:946	Sed7P.GA3P:822	Xul5P.Ery4P:215	Sed7P.GA3P:821	Sed7P.GA3P:826	Sed7P.GA3P:825	Xul5P.Rib5P:125	Xul5P.Ery4P:219	Xul5P.Rib5P:123	Sed7P.GA3P:909	Sed7P.GA3P:798	Sed7P.GA3P:222	Xul5P.Ery4P:497	Xul5P.Ery4P:492	Xul5P.Ery4P:490	Xul5P.Ery4P:498	Xul5P.Rib5P:349	Sed7P.GA3P:315	Sed7P.GA3P:317	Sed7P.GA3P:318	Xul5P.Rib5P:347	Xul5P.Rib5P:461	Xul5P.Rib5P:462	Xul5P.Rib5P:467	Xul5P.Rib5P:469	Xul5P.Rib5P:694	Sed7P.GA3P:795	Sed7P.GA3P:797	Sed7P.GA3P:791	Xul5P.Rib5P:700	Sed7P.GA3P:414	Sed7P.GA3P:413	Sed7P.GA3P:411	Xul5P.Rib5P:867	Xul5P.Rib5P:860	Xul5P.Rib5P:909	Xul5P.Rib5P:907	Xul5P.Rib5P:869	Xul5P.Rib5P:903	Sed7P.GA3P:559	Sed7P.GA3P:311	Sed7P.GA3P:952	Sed7P.GA3P:679	Xul5P.Rib5P:760	Sed7P:95	Sed7P.GA3P:95	Xul5P.Rib5P:888	Sed7P:111	Sed7P.GA3P:111	Xul5P.Rib5P:884	Xul5P.Rib5P:882	Xul5P.Rib5P:881	Sed7P.GA3P:250	Sed7P.GA3P:252	Xul5P.Ery4P:444	Xul5P.Rib5P:343	Xul5P.Ery4P:441	Xul5P.Ery4P:442	Xul5P.Ery4P:250	Xul5P.Ery4P:252	Xul5P.Rib5P:249	Xul5P.Ery4P:315	Xul5P.Ery4P:317	Xul5P.Ery4P:318	Xul5P.Rib5P:243	Xul5P.Rib5P:245	Xul5P.Rib5P:246	Sed7P.GA3P:175	Sed7P.GA3P:591	Sed7P.GA3P:807	Sed7P.GA3P:874	Sed7P.GA3P:870	Sed7P.GA3P:873	Xul5P.Ery4P:380	Xul5P.Rib5P:828	Xul5P.Rib5P:937	Xul5P.Rib5P:427	Xul5P.Rib5P:934	Xul5P.Rib5P:933	Xul5P.Rib5P:423	Xul5P.Rib5P:429	Xul5P.Rib5P:543	Xul5P.Rib5P:938	Xul5P.Ery4P:95	Xul5P.Ery4P:187	Xul5P.Ery4P:183	Xul5P.Ery4P:189	Sed7P.GA3P:455	Sed7P.GA3P:459	Xul5P.Rib5P:940	Xul5P.Rib5P:946	Xul5P.Rib5P:945	Xul5P.Rib5P:948	Sed7P.GA3P:732	Sed7P.GA3P:221	Xul5P.Rib5P:683	Xul5P.Rib5P:729	Xul5P.Rib5P:685	Xul5P.Rib5P:686	Xul5P.Rib5P:723	Sed7P.GA3P:739	Xul5P.Rib5P:726	Xul5P.Rib5P:725	Xul5P.Rib5P:335	Xul5P.Rib5P:622	Sed7P.GA3P:427	Sed7P.GA3P:350	Sed7P.GA3P:423	Xul5P.Rib5P:839	Sed7P.GA3P:359	Sed7P.GA3P:429	Sed7P.GA3P:907	Xul5P.Rib5P:615	Xul5P.Ery4P:350	Sed7P.GA3P:903	Xul5P.Rib5P:756	Xul5P.Rib5P:207	Xul5P.Rib5P:754	Xul5P.Ery4P:359	Xul5P.Rib5P:619	Xul5P.Rib5P:399	Sed7P.GA3P:633	Sed7P.GA3P:630	Sed7P.GA3P:636	Sed7P.GA3P:634	Xul5P.Ery4P:414	Xul5P.Ery4P:413	Xul5P.Ery4P:411	Xul5P.Ery4P:222	Xul5P.Rib5P:111	Xul5P.Rib5P:753	Sed7P.GA3P:670	Xul5P.Rib5P:500	Xul5P.Rib5P:807	Xul5P.Rib5P:374	Xul5P.Rib5P:377	Xul5P.Rib5P:371	Xul5P.Rib5P:373	Xul5P.Rib5P:476	Xul5P.Rib5P:474	Sed7P.GA3P:380	Xul5P.Rib5P:473	Xul5P.Rib5P:470	Xul5P.Rib5P:574	Xul5P.Rib5P:573	Xul5P.Rib5P:571	Xul5P.Ery4P:175	Sed7P.GA3P:742	Sed7P.GA3P:783	Sed7P.GA3P:469	Sed7P.GA3P:965	Sed7P.GA3P:462	Sed7P.GA3P:461	Sed7P.GA3P:467	Xul5P.Rib5P:873	Xul5P.Rib5P:870	Xul5P.Rib5P:978	Xul5P.Rib5P:876	Xul5P.Rib5P:874	Xul5P.Rib5P:972	Xul5P.Rib5P:970	Xul5P.Rib5P:977	Sed7P.GA3P:603	Sed7P.GA3P:606	Sed7P.GA3P:605	Sed7P.GA3P:940	Sed7P.GA3P:945	Sed7P.GA3P:760	Xul5P.Rib5P:655	Xul5P.Rib5P:711	Xul5P.Rib5P:717	Xul5P.Rib5P:715	Xul5P.Rib5P:718	Xul5P.Rib5P:483	Xul5P.Rib5P:486	Xul5P.Rib5P:485	Xul5P.Rib5P:489	Xul5P.Rib5P:119	Sed7P.GA3P:303	Xul5P.Ery4P:455	Xul5P.Ery4P:459	Xul5P.Rib5P:159	Xul5P.Rib5P:629	Xul5P.Rib5P:627	Sed7P.GA3P:287	Xul5P.Ery4P:303	Xul5P.Rib5P:621	Xul5P.Rib5P:95	Xul5P.Rib5P:252	Xul5P.Rib5P:250	Xul5P.Rib5P:746	Xul5P.Ery4P:427	Xul5P.Ery4P:423	Xul5P.Ery4P:429	Sed7P.GA3P:700	Sed7P.GA3P:843	Sed7P.GA3P:845	Sed7P.GA3P:846	Xul5P.Rib5P:924	Xul5P.Rib5P:430	Xul5P.Rib5P:437	Xul5P.Rib5P:922	Xul5P.Rib5P:435	Xul5P.Rib5P:438	Sed7P.GA3P:500	Xul5P.Rib5P:365	Sed7P.GA3P:504	Xul5P.Ery4P:287	Xul5P.Ery4P:221	Xul5P.Rib5P:287	Sed7P.GA3P:335	Sed7P.GA3P:725	Sed7P.GA3P:726	Sed7P.GA3P:729	Sed7P.GA3P:483	Sed7P.GA3P:485	Sed7P.GA3P:486	Xul5P.Rib5P:444	Xul5P.Rib5P:442	Xul5P.Rib5P:441	Xul5P.Rib5P:993	Xul5P.Rib5P:994	Xul5P.Rib5P:996	Xul5P.Ery4P:126	Xul5P.Ery4P:125	Xul5P.Ery4P:123	Sed7P.GA3P:730	Sed7P.GA3P:343	Sed7P.GA3P:839	Sed7P.GA3P:437	Sed7P.GA3P:347	Sed7P.GA3P:430	Xul5P.Rib5P:843	Sed7P.GA3P:349	Xul5P.Rib5P:846	Xul5P.Rib5P:845	Sed7P.GA3P:655	Sed7P.GA3P:159	Xul5P.Rib5P:663	Xul5P.Rib5P:190	Xul5P.Rib5P:219	Xul5P.Rib5P:667	Xul5P.Ery4P:347	Sed7P.GA3P:937	Sed7P.GA3P:938	Xul5P.Rib5P:745	Xul5P.Rib5P:669	Xul5P.Ery4P:349	Xul5P.Rib5P:741	Xul5P.Rib5P:742	Xul5P.Rib5P:921	Xul5P.Rib5P:698	Sed7P.GA3P:238	Sed7P.GA3P:237	Xul5P.Rib5P:697	Sed7P.GA3P:235	Sed7P.GA3P:931	Xul5P.Rib5P:693	Sed7P.GA3P:231	Xul5P.Rib5P:691	Xul5P.Ery4P:311	Xul5P.Ery4P:469	Xul5P.Ery4P:462	Xul5P.Ery4P:461	Xul5P.Ery4P:467	Xul5P.Ery4P:238	Xul5P.Ery4P:237	Xul5P.Ery4P:235	Xul5P.Ery4P:231	Xul5P.Ery4P:335	Xul5P.Rib5P:63	Sed7P.GA3P:828	Sed7P.GA3P:934	Sed7P.GA3P:571	Sed7P.GA3P:918	Sed7P.GA3P:1000	Sed7P.GA3P:1008	Xul5P.Rib5P:814	Xul5P.Rib5P:363	Sed7P.GA3P:924	Xul5P.Rib5P:366	Xul5P.Rib5P:811	Xul5P.Rib5P:813	Xul5P.Rib5P:407	Xul5P.Rib5P:819	Sed7P.GA3P:922	Xul5P.Rib5P:567	Sed7P.GA3P:667	Sed7P.GA3P:470	Sed7P.GA3P:473	Sed7P.GA3P:474	Sed7P.GA3P:476	Xul5P.Rib5P:969	Sed7P.GA3P:573	Sed7P.GA3P:574	Xul5P.Rib5P:963	Xul5P.Rib5P:965	Xul5P.Rib5P:966	b
Glc6P:63	ppp1.fwd+emp1.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	upt.fwd*(GLC:63)
Fru6P:63	-(emp1.fwd)	ppp6.s.rev+emp2.fwd+ppp4.s.rev	-(ppp4.s.fwd)	0	-(ppp6.s.fwd)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xul5P.Ery4P:63	0	-(ppp4.s.rev)	ppp4.f.rev+ppp4.s.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ppp4.f.fwd*(Ery4P:15*Xul5P:3)
FruBP:63	0	-(emp2.fwd)	0	emp3.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sed7P.GA3P:63	0	-(ppp6.s.rev)	0	0	ppp6.s.fwd+ppp6.f.rev	-(ppp6.f.fwd)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sed7P:63	0	0	0	0	-(ppp6.f.rev)	ppp6.f.fwd+ppp5.s.rev	-(ppp5.s.fwd)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
