cumomers	Glc6P:47	Fru6P:47	Sed7P.GA3P:47	Sed7P:47	Xul5P.Rib5P:376	Xul5P.Ery4P:47	FruBP:47	Glc6P:31	Rul5P:31	Xul5P:31	Xul5P.Ery4P:496	Xul5P.Rib5P:992	Sed7P:124	Sed7P.GA3P:124	Rib5P:31	Xul5P.Rib5P:31	Fru6P:31	FruBP:31	Xul5P.Ery4P:31	Sed7P.GA3P:31	Sed7P:31	Xul5P.Rib5P:248	Glc6P:61	Fru6P:61	Sed7P.GA3P:61	Sed7P:61	Xul5P.Rib5P:488	FruBP:61	Xul5P.Ery4P:61	Glc6P:62	Fru6P:62	Xul5P.Ery4P:62	Sed7P.GA3P:62	Sed7P:62	Xul5P.Rib5P:496	FruBP:62	Glc6P:55	Fru6P:55	Sed7P.GA3P:55	Sed7P:55	Xul5P.Rib5P:440	Xul5P.Ery4P:55	FruBP:55	Glc6P:59	Fru6P:59	Sed7P.GA3P:59	Sed7P:59	Xul5P.Rib5P:472	Xul5P.Ery4P:59	FruBP:59	Sed7P.GA3P:206	Sed7P.GA3P:611	Sed7P.GA3P:613	Sed7P.GA3P:205	Sed7P.GA3P:203	Sed7P.GA3P:617	Sed7P.GA3P:618	Sed7P.GA3P:752	Sed7P.GA3P:976	Xul5P.Rib5P:316	Xul5P.Rib5P:314	Xul5P.Rib5P:313	Xul5P.Rib5P:707	Xul5P.Rib5P:709	Sed7P.GA3P:614	Sed7P.GA3P:689	Xul5P.Ery4P:118	Xul5P.Ery4P:117	Xul5P.Ery4P:115	Sed7P.GA3P:681	Sed7P.GA3P:684	Xul5P.Ery4P:110	Sed7P.GA3P:271	Xul5P.Rib5P:793	Sed7P.GA3P:628	Sed7P.GA3P:279	Xul5P.Rib5P:790	Sed7P.GA3P:376	Xul5P.Rib5P:796	Xul5P.Rib5P:794	Sed7P.GA3P:109	Sed7P:109	Xul5P.Rib5P:872	Sed7P.GA3P:107	Sed7P:107	Xul5P.Rib5P:856	Sed7P.GA3P:103	Sed7P:103	Xul5P.Rib5P:824	Xul5P.Ery4P:271	Sed7P.GA3P:299	Xul5P.Ery4P:372	Xul5P.Ery4P:370	Xul5P.Ery4P:376	Xul5P.Rib5P:632	Sed7P:79	Sed7P.GA3P:79	Xul5P.Rib5P:220	Xul5P.Rib5P:227	Xul5P.Rib5P:229	Sed7P.GA3P:932	Sed7P.GA3P:199	Sed7P.GA3P:488	Xul5P.Rib5P:310	Xul5P.Ery4P:434	Xul5P.Ery4P:436	Sed7P.GA3P:722	Xul5P.Ery4P:433	Sed7P.GA3P:724	Xul5P.Ery4P:206	Xul5P.Ery4P:205	Xul5P.Ery4P:203	Sed7P.GA3P:852	Sed7P.GA3P:850	Sed7P:87	Xul5P.Rib5P:696	Sed7P.GA3P:87	Sed7P.GA3P:331	Sed7P.GA3P:992	Sed7P.GA3P:481	Xul5P.Rib5P:913	Xul5P.Rib5P:914	Xul5P.Rib5P:916	Xul5P.Rib5P:527	Sed7P.GA3P:714	Xul5P.Ery4P:488	Xul5P.Ery4P:481	Xul5P.Ery4P:482	Xul5P.Ery4P:484	Sed7P.GA3P:682	Xul5P.Ery4P:299	Xul5P.Ery4P:295	Sed7P.GA3P:496	Sed7P.GA3P:327	Xul5P.Rib5P:358	Xul5P.Rib5P:295	Xul5P.Rib5P:299	Xul5P.Rib5P:357	Xul5P.Rib5P:355	Xul5P.Rib5P:454	Xul5P.Rib5P:457	Xul5P.Rib5P:598	Xul5P.Rib5P:453	Xul5P.Rib5P:595	Xul5P.Rib5P:597	Xul5P.Rib5P:458	Xul5P.Rib5P:590	Xul5P.Ery4P:151	Xul5P.Ery4P:157	Xul5P.Ery4P:155	Xul5P.Ery4P:158	Sed7P.GA3P:403	Sed7P.GA3P:405	Sed7P.GA3P:406	Xul5P.Rib5P:850	Sed7P.GA3P:409	Xul5P.Rib5P:852	Sed7P.GA3P:91	Sed7P:91	Xul5P.Rib5P:728	Sed7P.GA3P:668	Sed7P.GA3P:143	Sed7P.GA3P:880	Xul5P.Rib5P:188	Xul5P.Rib5P:186	Sed7P.GA3P:661	Sed7P.GA3P:662	Xul5P.Rib5P:185	Xul5P.Rib5P:182	Sed7P.GA3P:665	Sed7P.GA3P:666	Xul5P.Rib5P:181	Xul5P.Rib5P:779	Sed7P.GA3P:372	Xul5P.Rib5P:675	Xul5P.Rib5P:677	Xul5P.Rib5P:678	Sed7P.GA3P:391	Xul5P.Rib5P:775	Sed7P.GA3P:370	Sed7P.GA3P:397	Sed7P.GA3P:248	Sed7P.GA3P:818	Sed7P.GA3P:242	Sed7P.GA3P:716	Sed7P.GA3P:241	Sed7P.GA3P:710	Sed7P.GA3P:244	Sed7P.GA3P:713	Xul5P.Ery4P:472	Sed7P.GA3P:905	Xul5P.Ery4P:248	Sed7P.GA3P:812	Xul5P.Ery4P:242	Xul5P.Ery4P:241	Sed7P.GA3P:810	Sed7P.GA3P:817	Xul5P.Ery4P:244	Xul5P.Rib5P:173	Xul5P.Rib5P:79	Xul5P.Ery4P:327	Xul5P.Rib5P:279	Xul5P.Rib5P:174	Xul5P.Rib5P:179	Xul5P.Rib5P:930	Sed7P.GA3P:597	Xul5P.Rib5P:271	Sed7P.GA3P:433	Xul5P.Rib5P:171	Sed7P.GA3P:868	Sed7P.GA3P:866	Xul5P.Ery4P:398	Xul5P.Ery4P:94	Xul5P.Ery4P:391	Xul5P.Ery4P:395	Sed7P.GA3P:789	Xul5P.Ery4P:397	Xul5P.Rib5P:419	Sed7P.GA3P:590	Xul5P.Ery4P:182	Sed7P.GA3P:595	Xul5P.Rib5P:410	Xul5P.Rib5P:412	Xul5P.Rib5P:551	Sed7P.GA3P:295	Xul5P.Rib5P:555	Xul5P.Rib5P:557	Xul5P.Rib5P:143	Xul5P.Rib5P:558	Xul5P.Ery4P:199	Xul5P.Ery4P:87	Xul5P.Ery4P:279	Sed7P.GA3P:440	Sed7P.GA3P:569	Sed7P.GA3P:566	Sed7P.GA3P:565	Sed7P.GA3P:563	Sed7P.GA3P:214	Sed7P.GA3P:217	Sed7P.GA3P:744	Sed7P.GA3P:211	Xul5P.Rib5P:738	Sed7P.GA3P:213	Sed7P.GA3P:740	Xul5P.Rib5P:737	Sed7P.GA3P:968	Sed7P.GA3P:218	Xul5P.Rib5P:307	Xul5P.Rib5P:301	Xul5P.Rib5P:302	Xul5P.Rib5P:309	Sed7P.GA3P:930	Xul5P.Ery4P:109	Xul5P.Rib5P:211	Sed7P.GA3P:690	Xul5P.Ery4P:107	Xul5P.Rib5P:218	Xul5P.Ery4P:103	Sed7P.GA3P:369	Xul5P.Rib5P:789	Sed7P.GA3P:361	Xul5P.Rib5P:781	Xul5P.Rib5P:782	Sed7P.GA3P:362	Sed7P.GA3P:364	Xul5P.Rib5P:787	Sed7P.GA3P:936	Sed7P.GA3P:916	Xul5P.Ery4P:369	Sed7P.GA3P:914	Sed7P.GA3P:913	Xul5P.Rib5P:601	Xul5P.Ery4P:361	Xul5P.Ery4P:362	Xul5P.Rib5P:602	Xul5P.Ery4P:364	Xul5P.Rib5P:604	Xul5P.Rib5P:230	Xul5P.Rib5P:233	Xul5P.Rib5P:234	Xul5P.Rib5P:236	Sed7P.GA3P:185	Xul5P.Rib5P:920	Sed7P:115	Sed7P.GA3P:115	Sed7P.GA3P:186	Sed7P.GA3P:181	Sed7P.GA3P:395	Sed7P.GA3P:182	Sed7P.GA3P:625	Sed7P.GA3P:626	Sed7P.GA3P:620	Sed7P.GA3P:188	Sed7P.GA3P:601	Xul5P.Ery4P:403	Xul5P.Ery4P:405	Xul5P.Ery4P:406	Xul5P.Ery4P:409	Xul5P.Ery4P:214	Sed7P.GA3P:820	Xul5P.Ery4P:217	Xul5P.Ery4P:211	Sed7P.GA3P:824	Xul5P.Ery4P:213	Xul5P.Rib5P:124	Xul5P.Ery4P:218	Xul5P.Rib5P:121	Xul5P.Rib5P:122	Xul5P.Rib5P:47	Xul5P.Rib5P:899	Sed7P.GA3P:220	Sed7P.GA3P:908	Sed7P.GA3P:737	Sed7P.GA3P:527	Xul5P.Ery4P:79	Xul5P.Rib5P:722	Xul5P.Rib5P:348	Xul5P.Rib5P:721	Sed7P.GA3P:314	Sed7P.GA3P:316	Xul5P.Rib5P:341	Xul5P.Rib5P:342	Xul5P.Rib5P:345	Xul5P.Rib5P:346	Xul5P.Rib5P:460	Xul5P.Rib5P:589	Xul5P.Rib5P:465	Xul5P.Rib5P:466	Xul5P.Rib5P:468	Xul5P.Rib5P:587	Sed7P.GA3P:794	Sed7P.GA3P:796	Xul5P.Ery4P:143	Sed7P.GA3P:790	Sed7P.GA3P:419	Sed7P.GA3P:793	Sed7P.GA3P:233	Sed7P.GA3P:412	Sed7P.GA3P:410	Xul5P.Rib5P:865	Sed7P.GA3P:557	Sed7P.GA3P:555	Xul5P.Rib5P:866	Xul5P.Rib5P:908	Sed7P.GA3P:551	Xul5P.Rib5P:906	Xul5P.Rib5P:905	Xul5P.Rib5P:902	Xul5P.Rib5P:868	Sed7P.GA3P:558	Xul5P.Rib5P:334	Sed7P.GA3P:677	Sed7P.GA3P:310	Sed7P.GA3P:675	Sed7P.GA3P:865	Sed7P.GA3P:779	Xul5P.Rib5P:647	Sed7P.GA3P:775	Sed7P.GA3P:678	Sed7P.GA3P:313	Xul5P.Rib5P:880	Sed7P:110	Sed7P.GA3P:110	Sed7P.GA3P:707	Xul5P.Ery4P:440	Sed7P.GA3P:856	Xul5P.Rib5P:87	Xul5P.Ery4P:313	Xul5P.Ery4P:314	Xul5P.Rib5P:167	Xul5P.Rib5P:241	Xul5P.Rib5P:242	Xul5P.Rib5P:244	Sed7P.GA3P:179	Sed7P.GA3P:174	Sed7P.GA3P:171	Sed7P.GA3P:173	Xul5P.Rib5P:820	Xul5P.Rib5P:583	Sed7P.GA3P:806	Sed7P.GA3P:118	Sed7P:118	Xul5P.Rib5P:944	Sed7P.GA3P:872	Sed7P.GA3P:94	Sed7P:94	Xul5P.Rib5P:752	Sed7P.GA3P:425	Sed7P.GA3P:93	Sed7P:93	Xul5P.Rib5P:744	Sed7P.GA3P:721	Sed7P.GA3P:598	Xul5P.Rib5P:425	Xul5P.Rib5P:936	Sed7P:117	Sed7P.GA3P:117	Sed7P.GA3P:583	Xul5P.Rib5P:426	Xul5P.Rib5P:421	Xul5P.Rib5P:932	Sed7P.GA3P:587	Xul5P.Rib5P:422	Sed7P.GA3P:589	Xul5P.Rib5P:542	Xul5P.Rib5P:428	Xul5P.Rib5P:541	Xul5P.Ery4P:185	Xul5P.Ery4P:186	Xul5P.Ery4P:334	Xul5P.Ery4P:93	Xul5P.Ery4P:181	Xul5P.Ery4P:91	Xul5P.Ery4P:188	Sed7P.GA3P:453	Sed7P.GA3P:451	Xul5P.Rib5P:835	Sed7P.GA3P:457	Sed7P.GA3P:454	Sed7P.GA3P:458	Xul5P.Rib5P:681	Xul5P.Rib5P:682	Xul5P.Rib5P:684	Sed7P.GA3P:227	Xul5P.Rib5P:689	Sed7P.GA3P:229	Sed7P.GA3P:738	Xul5P.Rib5P:628	Xul5P.Rib5P:724	Xul5P.Rib5P:331	Sed7P.GA3P:286	Xul5P.Rib5P:333	Xul5P.Ery4P:339	Xul5P.Rib5P:626	Xul5P.Rib5P:339	Xul5P.Rib5P:625	Xul5P.Rib5P:151	Sed7P.GA3P:426	Sed7P.GA3P:355	Sed7P.GA3P:357	Sed7P.GA3P:422	Xul5P.Rib5P:838	Sed7P.GA3P:421	Xul5P.Rib5P:837	Xul5P.Rib5P:620	Sed7P.GA3P:358	Sed7P.GA3P:428	Sed7P.GA3P:122	Sed7P:122	Xul5P.Rib5P:976	Sed7P.GA3P:121	Sed7P:121	Xul5P.Rib5P:968	Sed7P.GA3P:647	Xul5P.Ery4P:355	Xul5P.Rib5P:617	Xul5P.Ery4P:357	Sed7P.GA3P:906	Sed7P.GA3P:901	Xul5P.Rib5P:613	Xul5P.Rib5P:611	Xul5P.Rib5P:205	Xul5P.Rib5P:206	Xul5P.Ery4P:358	Xul5P.Rib5P:618	Xul5P.Rib5P:614	Sed7P.GA3P:632	Xul5P.Rib5P:901	Xul5P.Ery4P:419	Sed7P.GA3P:902	Xul5P.Ery4P:412	Xul5P.Ery4P:410	Sed7P.GA3P:341	Xul5P.Rib5P:118	Sed7P.GA3P:835	Xul5P.Ery4P:227	Xul5P.Ery4P:229	Xul5P.Rib5P:110	Xul5P.Rib5P:115	Xul5P.Rib5P:117	Xul5P.Rib5P:55	Xul5P.Rib5P:203	Xul5P.Rib5P:59	Sed7P.GA3P:899	Sed7P.GA3P:535	Sed7P.GA3P:728	Sed7P.GA3P:962	Xul5P.Rib5P:806	Xul5P.Rib5P:805	Xul5P.Rib5P:803	Xul5P.Rib5P:370	Xul5P.Rib5P:372	Sed7P.GA3P:961	Xul5P.Rib5P:809	Sed7P.GA3P:539	Xul5P.Ery4P:179	Xul5P.Rib5P:572	Xul5P.Rib5P:570	Xul5P.Ery4P:174	Xul5P.Ery4P:171	Xul5P.Ery4P:173	Sed7P.GA3P:782	Sed7P.GA3P:468	Sed7P.GA3P:787	Xul5P.Ery4P:310	Sed7P.GA3P:460	Sed7P.GA3P:964	Sed7P.GA3P:466	Sed7P.GA3P:465	Sed7P.GA3P:541	Sed7P.GA3P:542	Sed7P.GA3P:602	Xul5P.Rib5P:659	Sed7P.GA3P:604	Xul5P.Rib5P:653	Xul5P.Rib5P:651	Sed7P.GA3P:944	Xul5P.Rib5P:654	Xul5P.Rib5P:713	Xul5P.Rib5P:710	Xul5P.Rib5P:716	Xul5P.Rib5P:714	Xul5P.Rib5P:482	Xul5P.Rib5P:481	Xul5P.Rib5P:484	Sed7P.GA3P:309	Sed7P.GA3P:307	Sed7P.GA3P:302	Sed7P.GA3P:301	Xul5P.Ery4P:453	Xul5P.Ery4P:451	Xul5P.Ery4P:457	Xul5P.Ery4P:454	Xul5P.Ery4P:458	Xul5P.Ery4P:220	Xul5P.Rib5P:158	Xul5P.Ery4P:309	Xul5P.Rib5P:155	Xul5P.Ery4P:307	Xul5P.Rib5P:157	Sed7P.GA3P:285	Xul5P.Ery4P:302	Sed7P.GA3P:283	Xul5P.Ery4P:301	Xul5P.Rib5P:94	Xul5P.Rib5P:91	Xul5P.Rib5P:93	Xul5P.Rib5P:398	Xul5P.Rib5P:397	Xul5P.Rib5P:395	Sed7P.GA3P:709	Xul5P.Rib5P:391	Sed7P.GA3P:167	Xul5P.Ery4P:426	Xul5P.Ery4P:425	Xul5P.Ery4P:422	Xul5P.Ery4P:421	Xul5P.Ery4P:428	Sed7P.GA3P:849	Sed7P.GA3P:842	Sed7P.GA3P:844	Sed7P.GA3P:841	Xul5P.Rib5P:451	Xul5P.Rib5P:433	Xul5P.Rib5P:539	Sed7P.GA3P:692	Xul5P.Rib5P:436	Xul5P.Rib5P:434	Xul5P.Rib5P:929	Xul5P.Rib5P:535	Xul5P.Rib5P:817	Sed7P.GA3P:696	Xul5P.Rib5P:812	Xul5P.Ery4P:286	Xul5P.Ery4P:285	Xul5P.Ery4P:283	Xul5P.Rib5P:285	Sed7P.GA3P:334	Xul5P.Rib5P:286	Sed7P.GA3P:333	Xul5P.Rib5P:283	Xul5P.Rib5P:327	Sed7P.GA3P:482	Sed7P.GA3P:484	Sed7P.GA3P:339	Xul5P.Ery4P:124	Xul5P.Ery4P:122	Sed7P.GA3P:837	Xul5P.Ery4P:121	Sed7P.GA3P:342	Xul5P.Rib5P:849	Sed7P.GA3P:436	Sed7P.GA3P:346	Sed7P.GA3P:345	Sed7P.GA3P:838	Xul5P.Rib5P:842	Xul5P.Rib5P:841	Sed7P.GA3P:348	Sed7P.GA3P:781	Xul5P.Rib5P:844	Sed7P.GA3P:151	Sed7P.GA3P:659	Sed7P.GA3P:157	Sed7P.GA3P:155	Sed7P.GA3P:654	Sed7P.GA3P:158	Sed7P.GA3P:651	Sed7P.GA3P:653	Xul5P.Ery4P:342	Xul5P.Rib5P:662	Xul5P.Rib5P:661	Xul5P.Ery4P:341	Xul5P.Ery4P:346	Xul5P.Rib5P:666	Xul5P.Rib5P:665	Xul5P.Ery4P:345	Xul5P.Rib5P:199	Xul5P.Rib5P:213	Xul5P.Ery4P:348	Xul5P.Rib5P:668	Xul5P.Rib5P:740	Xul5P.Rib5P:217	Xul5P.Rib5P:214	Sed7P.GA3P:434	Xul5P.Ery4P:167	Sed7P.GA3P:236	Sed7P.GA3P:234	Xul5P.Rib5P:692	Xul5P.Rib5P:690	Sed7P.GA3P:230	Xul5P.Ery4P:468	Xul5P.Ery4P:460	Xul5P.Ery4P:466	Xul5P.Ery4P:465	Sed7P.GA3P:809	Xul5P.Ery4P:236	Sed7P.GA3P:805	Xul5P.Ery4P:234	Xul5P.Ery4P:233	Xul5P.Ery4P:230	Sed7P.GA3P:803	Xul5P.Rib5P:107	Xul5P.Ery4P:333	Xul5P.Rib5P:103	Xul5P.Ery4P:331	Xul5P.Ery4P:316	Xul5P.Rib5P:61	Xul5P.Rib5P:62	Xul5P.Rib5P:109	Sed7P.GA3P:570	Sed7P.GA3P:929	Xul5P.Rib5P:362	Xul5P.Rib5P:409	Xul5P.Rib5P:361	Xul5P.Rib5P:810	Xul5P.Rib5P:364	Xul5P.Rib5P:403	Xul5P.Rib5P:369	Xul5P.Rib5P:818	Xul5P.Rib5P:406	Xul5P.Rib5P:405	Xul5P.Rib5P:565	Xul5P.Rib5P:566	Xul5P.Rib5P:563	Sed7P.GA3P:920	Xul5P.Rib5P:569	Sed7P.GA3P:398	Sed7P.GA3P:472	Sed7P.GA3P:572	Xul5P.Rib5P:961	Xul5P.Rib5P:962	Xul5P.Rib5P:964	b
Glc6P:47	ppp1.fwd+emp1.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	upt.fwd*(GLC:47)
Fru6P:47	-(emp1.fwd)	ppp6.s.rev+emp2.fwd+ppp4.s.rev	-(ppp6.s.fwd)	0	0	-(ppp4.s.fwd)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sed7P.GA3P:47	0	-(ppp6.s.rev)	ppp6.s.fwd+ppp6.f.rev	-(ppp6.f.fwd)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
