cumomers	Glc6P:42	Fru6P:42	FruBP:42	Xul5P.Ery4P:42	Sed7P.GA3P:42	Sed7P:42	Xul5P.Rib5P:336	Glc6P:44	Fru6P:44	Xul5P.Ery4P:44	Sed7P.GA3P:44	Sed7P:44	Xul5P.Rib5P:352	Xul5P:11	Rul5P:11	Rib5P:11	Xul5P.Rib5P:11	Xul5P.Ery4P:176	FruBP:44	Glc6P:41	Fru6P:41	FruBP:41	Sed7P.GA3P:41	Sed7P:41	Xul5P.Rib5P:328	Xul5P.Ery4P:41	Glc6P:37	Fru6P:37	Xul5P.Ery4P:37	FruBP:37	Sed7P.GA3P:37	Sed7P:37	Xul5P.Rib5P:296	Glc6P:38	Fru6P:38	FruBP:38	Xul5P.Ery4P:38	Sed7P.GA3P:38	Sed7P:38	Xul5P.Rib5P:304	Glc6P:50	Fru6P:50	FruBP:50	Sed7P.GA3P:50	Sed7P:50	Xul5P.Rib5P:400	Xul5P.Ery4P:50	Glc6P:14	Fru6P:14	FruBP:14	Sed7P.GA3P:14	Sed7P:14	Xul5P.Rib5P:112	Xul5P.Ery4P:14	Ery4P:14	Sed7P.GA3P:896	GA3P:7	PGA:7	PEP:7	Xul5P.Rib5P:7	Rib5P:7	Rul5P:7	Xul5P:7	Xul5P.Rib5P:224	Sed7P:28	Sed7P.GA3P:28	Fru6P:28	FruBP:28	Xul5P.Ery4P:28	Xul5P.Ery4P:112	Xul5P.Ery4P:448	Xul5P:28	Rul5P:28	Rib5P:28	Xul5P.Rib5P:28	Xul5P.Rib5P:896	Sed7P:112	Sed7P.GA3P:112	Rul5P:14	Rib5P:14	Xul5P.Rib5P:14	Xul5P:14	Xul5P.Ery4P:224	Xul5P.Rib5P:448	Sed7P:56	Sed7P.GA3P:56	Fru6P:56	Xul5P.Ery4P:56	FruBP:56	Glc6P:56	Glc6P:7	Fru6P:7	Xul5P.Ery4P:7	Ery4P:7	Sed7P.GA3P:448	Sed7P.GA3P:7	Sed7P:7	Xul5P.Rib5P:56	FruBP:7	Glc6P:21	Fru6P:21	Sed7P.GA3P:21	Sed7P:21	Xul5P.Rib5P:168	FruBP:21	Xul5P.Ery4P:21	Rul5P:21	Xul5P:21	Xul5P.Ery4P:336	Xul5P.Rib5P:672	Sed7P:84	Sed7P.GA3P:84	Rib5P:21	Xul5P.Rib5P:21	Glc6P:52	Fru6P:52	Xul5P.Ery4P:52	Sed7P.GA3P:52	Sed7P:52	Xul5P.Rib5P:416	Xul5P:13	Rul5P:13	Rib5P:13	Xul5P.Rib5P:13	Xul5P.Ery4P:208	FruBP:52	Glc6P:49	Fru6P:49	FruBP:49	Xul5P.Ery4P:49	Sed7P.GA3P:49	Sed7P:49	Xul5P.Rib5P:392	Glc6P:25	Rul5P:25	Rib5P:25	Xul5P.Rib5P:25	Xul5P:25	Xul5P.Ery4P:400	Xul5P.Rib5P:800	Sed7P:100	Sed7P.GA3P:100	Fru6P:25	FruBP:25	Sed7P.GA3P:25	Sed7P:25	Xul5P.Rib5P:200	Xul5P.Ery4P:25	Glc6P:35	Fru6P:35	Xul5P.Ery4P:35	Sed7P.GA3P:35	Sed7P:35	Xul5P.Rib5P:280	FruBP:35	Glc6P:11	Fru6P:11	FruBP:11	Xul5P.Ery4P:11	Ery4P:11	Sed7P.GA3P:704	Sed7P.GA3P:11	Sed7P:11	Xul5P.Rib5P:88	Glc6P:28	Glc6P:19	Fru6P:19	FruBP:19	Xul5P.Ery4P:19	Sed7P.GA3P:19	Sed7P:19	Xul5P.Rib5P:152	Rul5P:19	Xul5P:19	Xul5P.Rib5P:608	Sed7P:76	Sed7P.GA3P:76	Xul5P.Ery4P:304	Rib5P:19	Xul5P.Rib5P:19	Glc6P:13	Fru6P:13	FruBP:13	Xul5P.Ery4P:13	Ery4P:13	Sed7P.GA3P:832	Sed7P.GA3P:13	Sed7P:13	Xul5P.Rib5P:104	Glc6P:22	Fru6P:22	Xul5P.Ery4P:22	Sed7P.GA3P:22	Sed7P:22	Xul5P.Rib5P:176	FruBP:22	Rul5P:22	Xul5P:22	Xul5P.Rib5P:704	Sed7P:88	Sed7P.GA3P:88	Xul5P.Ery4P:352	Rib5P:22	Xul5P.Rib5P:22	Glc6P:26	Rul5P:26	Rib5P:26	Xul5P.Rib5P:26	Xul5P:26	Xul5P.Ery4P:416	Xul5P.Rib5P:832	Sed7P:104	Sed7P.GA3P:104	Fru6P:26	Xul5P.Ery4P:26	FruBP:26	Sed7P.GA3P:26	Sed7P:26	Xul5P.Rib5P:208	Sed7P.GA3P:200	Sed7P.GA3P:208	Sed7P.GA3P:273	Sed7P.GA3P:276	Sed7P.GA3P:274	Sed7P.GA3P:69	Sed7P:69	Xul5P.Rib5P:552	Xul5P.Ery4P:273	Xul5P.Rib5P:148	Xul5P.Ery4P:276	Xul5P.Rib5P:140	Xul5P.Rib5P:146	Sed7P.GA3P:290	Sed7P.GA3P:67	Sed7P:67	Xul5P.Rib5P:536	Sed7P.GA3P:292	Xul5P.Rib5P:388	Xul5P.Rib5P:385	Xul5P.Rib5P:386	Sed7P.GA3P:196	Sed7P.GA3P:194	Sed7P.GA3P:193	Xul5P.Ery4P:200	Xul5P.Rib5P:137	Xul5P.Rib5P:134	Xul5P.Rib5P:133	Xul5P.Rib5P:131	Sed7P:82	Sed7P.GA3P:82	Xul5P.Rib5P:656	Xul5P.Rib5P:37	Xul5P.Rib5P:35	Xul5P.Rib5P:38	Xul5P.Rib5P:529	Xul5P.Rib5P:521	Xul5P.Rib5P:522	Xul5P.Rib5P:524	Sed7P.GA3P:536	Sed7P.GA3P:530	Sed7P.GA3P:532	Xul5P.Ery4P:69	Xul5P.Ery4P:296	Xul5P.Ery4P:290	Xul5P.Ery4P:67	Xul5P.Ery4P:292	Xul5P.Rib5P:292	Sed7P.GA3P:324	Xul5P.Rib5P:290	Sed7P.GA3P:322	Sed7P.GA3P:328	Xul5P.Rib5P:592	Sed7P:74	Sed7P.GA3P:74	Sed7P.GA3P:400	Sed7P.GA3P:97	Sed7P:97	Xul5P.Rib5P:776	Sed7P.GA3P:140	Sed7P.GA3P:145	Sed7P.GA3P:146	Sed7P.GA3P:148	Xul5P.Rib5P:770	Sed7P.GA3P:392	Xul5P.Rib5P:772	Sed7P.GA3P:98	Sed7P:98	Xul5P.Rib5P:784	Xul5P.Ery4P:388	Sed7P.GA3P:580	Xul5P.Ery4P:324	Sed7P.GA3P:321	Xul5P.Ery4P:321	Xul5P.Ery4P:322	Xul5P.Rib5P:274	Xul5P.Rib5P:70	Xul5P.Ery4P:328	Xul5P.Rib5P:76	Xul5P.Rib5P:273	Xul5P.Rib5P:73	Sed7P.GA3P:81	Sed7P:81	Xul5P.Rib5P:648	Xul5P.Ery4P:392	Xul5P.Rib5P:276	Sed7P.GA3P:592	Xul5P.Ery4P:274	Xul5P.Ery4P:88	Xul5P.Ery4P:196	Xul5P.Ery4P:194	Xul5P.Ery4P:193	Xul5P.Ery4P:81	Xul5P.Ery4P:82	Xul5P.Rib5P:74	Xul5P.Ery4P:84	Sed7P.GA3P:296	Sed7P.GA3P:560	Xul5P.Rib5P:145	Xul5P.Ery4P:104	Xul5P.Ery4P:100	Xul5P.Rib5P:81	Sed7P.GA3P:138	Sed7P.GA3P:131	Sed7P.GA3P:133	Sed7P.GA3P:134	Sed7P.GA3P:137	Sed7P.GA3P:73	Sed7P:73	Xul5P.Rib5P:584	Sed7P.GA3P:70	Sed7P:70	Xul5P.Rib5P:560	Xul5P.Rib5P:42	Xul5P.Rib5P:41	Xul5P.Rib5P:44	Xul5P.Rib5P:49	Xul5P.Rib5P:515	Xul5P.Rib5P:517	Xul5P.Rib5P:518	Sed7P.GA3P:522	Sed7P.GA3P:521	Sed7P.GA3P:524	Sed7P.GA3P:529	Xul5P.Ery4P:70	Xul5P.Ery4P:73	Xul5P.Ery4P:74	Xul5P.Ery4P:76	Xul5P.Rib5P:580	Xul5P.Ery4P:140	Xul5P.Ery4P:145	Xul5P.Ery4P:146	Xul5P.Ery4P:148	Sed7P.GA3P:416	Sed7P.GA3P:552	Sed7P.GA3P:776	Xul5P.Rib5P:644	Xul5P.Rib5P:641	Sed7P.GA3P:770	Xul5P.Rib5P:642	Sed7P.GA3P:386	Sed7P.GA3P:385	Sed7P.GA3P:388	Sed7P.GA3P:259	Xul5P.Ery4P:259	Xul5P.Rib5P:161	Xul5P.Rib5P:162	Xul5P.Rib5P:164	Xul5P.Rib5P:138	Sed7P.GA3P:176	Xul5P.Ery4P:386	Xul5P.Ery4P:385	Sed7P.GA3P:584	Xul5P.Rib5P:548	Xul5P.Rib5P:546	Xul5P.Rib5P:545	Xul5P.Ery4P:97	Xul5P.Ery4P:98	Sed7P.GA3P:518	Xul5P.Rib5P:268	Sed7P.GA3P:517	Sed7P.GA3P:515	Sed7P.GA3P:224	Xul5P.Rib5P:262	Xul5P.Ery4P:138	Xul5P.Ery4P:131	Xul5P.Ery4P:133	Xul5P.Ery4P:134	Xul5P.Ery4P:137	Sed7P.GA3P:280	Sed7P.GA3P:352	Sed7P.GA3P:648	Sed7P.GA3P:644	Sed7P.GA3P:642	Sed7P.GA3P:641	Xul5P.Rib5P:98	Sed7P.GA3P:672	Xul5P.Rib5P:50	Xul5P.Rib5P:52	Sed7P.GA3P:772	Xul5P.Rib5P:577	Xul5P.Rib5P:578	Sed7P.GA3P:784	Sed7P.GA3P:289	Sed7P.GA3P:545	Sed7P.GA3P:546	Xul5P.Rib5P:769	Sed7P.GA3P:548	Sed7P.GA3P:769	Sed7P.GA3P:608	Sed7P.GA3P:265	Sed7P.GA3P:266	Sed7P.GA3P:261	Sed7P.GA3P:262	Sed7P.GA3P:304	Sed7P.GA3P:268	Xul5P.Ery4P:265	Xul5P.Ery4P:266	Xul5P.Ery4P:261	Xul5P.Ery4P:262	Xul5P.Ery4P:268	Xul5P.Rib5P:97	Xul5P.Rib5P:259	Sed7P.GA3P:168	Sed7P.GA3P:162	Sed7P.GA3P:161	Sed7P.GA3P:164	Xul5P.Rib5P:532	Xul5P.Rib5P:530	Xul5P.Ery4P:289	Xul5P.Ery4P:280	Sed7P.GA3P:336	Xul5P.Ery4P:152	Xul5P.Rib5P:324	Xul5P.Rib5P:322	Xul5P.Rib5P:321	Sed7P.GA3P:152	Sed7P.GA3P:656	Xul5P.Rib5P:193	Xul5P.Rib5P:194	Xul5P.Rib5P:196	Xul5P.Rib5P:84	Xul5P.Rib5P:82	Sed7P.GA3P:800	Xul5P.Rib5P:69	Xul5P.Rib5P:100	Xul5P.Rib5P:266	Xul5P.Rib5P:265	Xul5P.Rib5P:67	Xul5P.Rib5P:261	Xul5P.Rib5P:289	Xul5P.Ery4P:168	Xul5P.Ery4P:162	Xul5P.Ery4P:161	Xul5P.Ery4P:164	Sed7P.GA3P:577	Sed7P.GA3P:578	b
Glc6P:42	ppp1.fwd+emp1.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	upt.fwd*(GLC:42)
Fru6P:42	-(emp1.fwd)	ppp6.s.rev+emp2.fwd+ppp4.s.rev	0	-(ppp4.s.fwd)	-(ppp6.s.fwd)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FruBP:42	0	-(emp2.fwd)	emp3.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xul5P.Ery4P:42	0	-(ppp4.s.rev)	0	ppp4.f.rev+ppp4.s.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ppp4.f.fwd*(Ery4P:10*Xul5P:2)
Sed7P.GA3P:42	0	-(ppp6.s.rev)	0	0	ppp6.s.fwd+ppp6.f.rev	-(ppp6.f.fwd)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sed7P:42	0	0	0	0	-(ppp6.f.rev)	ppp6.f.fwd+ppp5.s.rev	-(ppp5.s.fwd)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xul5P.Rib5P:336	0	0	0	0	0	-(ppp5.s.rev)	ppp5.f.rev+ppp5.s.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ppp5.f.fwd*(Xul5P:10*Rib5P:16)
Glc6P:44	0	0	0	0	0	0	0	ppp1.fwd+emp1.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	upt.fwd*(GLC:44)
