cumomers	Glc6P:45	Fru6P:45	Xul5P.Ery4P:45	Sed7P.GA3P:45	Sed7P:45	Xul5P.Rib5P:360	FruBP:45	Glc6P:46	Fru6P:46	Xul5P.Ery4P:46	FruBP:46	Sed7P.GA3P:46	Sed7P:46	Xul5P.Rib5P:368	Glc6P:43	Fru6P:43	FruBP:43	Sed7P.GA3P:43	Sed7P:43	Xul5P.Rib5P:344	Xul5P.Ery4P:43	Glc6P:39	Fru6P:39	Sed7P.GA3P:39	Sed7P:39	Xul5P.Rib5P:312	Xul5P.Ery4P:39	FruBP:39	Glc6P:30	Rul5P:30	Xul5P:30	Xul5P.Rib5P:960	Sed7P:120	Sed7P.GA3P:120	Xul5P.Ery4P:480	Rib5P:30	Xul5P.Rib5P:30	Fru6P:30	FruBP:30	Xul5P.Ery4P:30	Sed7P.GA3P:30	Sed7P:30	Xul5P.Rib5P:240	Glc6P:53	Fru6P:53	Xul5P.Ery4P:53	FruBP:53	Sed7P.GA3P:53	Sed7P:53	Xul5P.Rib5P:424	Glc6P:51	Fru6P:51	FruBP:51	Xul5P.Ery4P:51	Sed7P.GA3P:51	Sed7P:51	Xul5P.Rib5P:408	Glc6P:57	Fru6P:57	FruBP:57	Xul5P.Ery4P:57	Sed7P.GA3P:57	Sed7P:57	Xul5P.Rib5P:456	Glc6P:58	Fru6P:58	Sed7P.GA3P:58	Sed7P:58	Xul5P.Rib5P:464	FruBP:58	Xul5P.Ery4P:58	Glc6P:60	Fru6P:60	Sed7P.GA3P:60	Sed7P:60	Xul5P.Rib5P:480	Xul5P:15	Xul5P.Ery4P:240	Rul5P:15	Rib5P:15	Xul5P.Rib5P:15	Xul5P.Ery4P:60	FruBP:60	Glc6P:15	Fru6P:15	Sed7P.GA3P:15	Sed7P:15	Xul5P.Rib5P:120	Xul5P.Ery4P:15	Ery4P:15	Sed7P.GA3P:960	FruBP:15	Glc6P:54	Fru6P:54	FruBP:54	Sed7P.GA3P:54	Sed7P:54	Xul5P.Rib5P:432	Xul5P.Ery4P:54	Glc6P:23	Fru6P:23	FruBP:23	Sed7P.GA3P:23	Sed7P:23	Xul5P.Rib5P:184	Xul5P.Ery4P:23	Rul5P:23	Xul5P:23	Xul5P.Ery4P:368	Xul5P.Rib5P:736	Sed7P:92	Sed7P.GA3P:92	Rib5P:23	Xul5P.Rib5P:23	Glc6P:27	Rul5P:27	Rib5P:27	Xul5P.Rib5P:27	Xul5P:27	Xul5P.Rib5P:864	Sed7P:108	Sed7P.GA3P:108	Xul5P.Ery4P:432	Fru6P:27	Xul5P.Ery4P:27	FruBP:27	Sed7P.GA3P:27	Sed7P:27	Xul5P.Rib5P:216	Glc6P:29	Fru6P:29	Sed7P.GA3P:29	Sed7P:29	Xul5P.Rib5P:232	FruBP:29	Xul5P.Ery4P:29	Rul5P:29	Xul5P:29	Xul5P.Rib5P:928	Sed7P:116	Sed7P.GA3P:116	Xul5P.Ery4P:464	Rib5P:29	Xul5P.Rib5P:29	Sed7P.GA3P:610	Sed7P.GA3P:204	Sed7P.GA3P:612	Sed7P.GA3P:202	Sed7P.GA3P:201	Sed7P.GA3P:209	Sed7P.GA3P:390	Xul5P.Rib5P:706	Xul5P.Rib5P:708	Sed7P.GA3P:688	Xul5P.Ery4P:116	Sed7P.GA3P:680	Xul5P.Ery4P:114	Xul5P.Ery4P:113	Sed7P.GA3P:270	Sed7P.GA3P:277	Sed7P.GA3P:396	Sed7P.GA3P:275	Xul5P.Rib5P:792	Sed7P:99	Sed7P.GA3P:99	Sed7P.GA3P:278	Sed7P.GA3P:105	Sed7P:105	Xul5P.Rib5P:840	Sed7P.GA3P:106	Sed7P:106	Xul5P.Rib5P:848	Sed7P.GA3P:101	Sed7P:101	Xul5P.Rib5P:808	Sed7P.GA3P:102	Sed7P:102	Xul5P.Rib5P:816	Xul5P.Ery4P:270	Xul5P.Rib5P:149	Xul5P.Ery4P:277	Xul5P.Ery4P:275	Xul5P.Rib5P:142	Xul5P.Ery4P:278	Xul5P.Rib5P:141	Sed7P.GA3P:291	Xul5P.Rib5P:147	Sed7P.GA3P:293	Xul5P.Rib5P:389	Xul5P.Rib5P:225	Xul5P.Rib5P:228	Sed7P.GA3P:197	Sed7P.GA3P:195	Sed7P.GA3P:198	Xul5P.Rib5P:705	Sed7P.GA3P:456	Sed7P.GA3P:337	Sed7P.GA3P:332	Xul5P.Ery4P:204	Sed7P:89	Xul5P.Rib5P:712	Sed7P.GA3P:89	Xul5P.Ery4P:202	Xul5P.Ery4P:201	Sed7P:85	Xul5P.Rib5P:680	Sed7P.GA3P:85	Xul5P.Rib5P:135	Sed7P:86	Xul5P.Rib5P:688	Sed7P.GA3P:86	Sed7P:83	Sed7P.GA3P:83	Xul5P.Rib5P:664	Sed7P.GA3P:480	Xul5P.Rib5P:39	Xul5P.Rib5P:912	Sed7P:114	Sed7P.GA3P:114	Xul5P.Rib5P:523	Xul5P.Rib5P:525	Xul5P.Rib5P:526	Sed7P.GA3P:904	Sed7P.GA3P:240	Sed7P.GA3P:534	Sed7P.GA3P:537	Sed7P.GA3P:531	Sed7P.GA3P:533	Sed7P.GA3P:538	Xul5P.Ery4P:298	Sed7P.GA3P:712	Xul5P.Ery4P:294	Xul5P.Ery4P:297	Xul5P.Ery4P:291	Xul5P.Ery4P:293	Sed7P.GA3P:325	Xul5P.Rib5P:293	Xul5P.Rib5P:291	Xul5P.Rib5P:297	Xul5P.Rib5P:294	Xul5P.Rib5P:353	Xul5P.Rib5P:298	Sed7P.GA3P:329	Xul5P.Rib5P:356	Xul5P.Rib5P:354	Xul5P.Rib5P:450	Xul5P.Rib5P:452	Xul5P.Rib5P:594	Xul5P.Rib5P:596	Xul5P.Rib5P:593	Xul5P.Ery4P:153	Xul5P.Ery4P:150	Xul5P.Ery4P:156	Xul5P.Ery4P:154	Sed7P.GA3P:401	Sed7P.GA3P:402	Sed7P.GA3P:404	Sed7P.GA3P:408	Sed7P.GA3P:90	Sed7P:90	Xul5P.Rib5P:720	Sed7P.GA3P:141	Sed7P.GA3P:142	Sed7P.GA3P:147	Sed7P.GA3P:928	Sed7P.GA3P:149	Sed7P.GA3P:664	Xul5P.Rib5P:180	Xul5P.Rib5P:673	Xul5P.Rib5P:674	Xul5P.Rib5P:676	Xul5P.Rib5P:771	Xul5P.Rib5P:773	Sed7P.GA3P:393	Sed7P.GA3P:394	Xul5P.Rib5P:774	Xul5P.Rib5P:777	Xul5P.Rib5P:609	Sed7P.GA3P:816	Xul5P.Ery4P:325	Xul5P.Ery4P:326	Xul5P.Rib5P:170	Xul5P.Rib5P:177	Xul5P.Ery4P:323	Xul5P.Rib5P:275	Xul5P.Rib5P:71	Xul5P.Rib5P:178	Xul5P.Rib5P:270	Xul5P.Ery4P:329	Xul5P.Rib5P:75	Sed7P.GA3P:340	Sed7P.GA3P:588	Xul5P.Rib5P:172	Sed7P.GA3P:344	Xul5P.Rib5P:78	Xul5P.Rib5P:278	Sed7P.GA3P:864	Xul5P.Ery4P:390	Xul5P.Ery4P:393	Xul5P.Ery4P:394	Xul5P.Ery4P:396	Xul5P.Rib5P:418	Sed7P.GA3P:593	Xul5P.Rib5P:277	Sed7P.GA3P:596	Sed7P.GA3P:594	Xul5P.Rib5P:77	Xul5P.Rib5P:417	Xul5P.Ery4P:197	Xul5P.Ery4P:89	Xul5P.Ery4P:195	Xul5P.Rib5P:554	Xul5P.Rib5P:556	Xul5P.Ery4P:83	Xul5P.Ery4P:85	Xul5P.Ery4P:86	Xul5P.Ery4P:198	Sed7P.GA3P:568	Sed7P.GA3P:564	Sed7P.GA3P:449	Sed7P.GA3P:561	Sed7P.GA3P:216	Sed7P.GA3P:210	Sed7P.GA3P:212	Xul5P.Rib5P:305	Xul5P.Rib5P:306	Sed7P.GA3P:519	Xul5P.Rib5P:300	Xul5P.Rib5P:308	Xul5P.Rib5P:226	Xul5P.Ery4P:108	Xul5P.Ery4P:105	Xul5P.Ery4P:106	Xul5P.Ery4P:101	Xul5P.Ery4P:102	Xul5P.Rib5P:788	Sed7P.GA3P:368	Xul5P.Rib5P:780	Xul5P.Rib5P:785	Xul5P.Rib5P:786	Sed7P.GA3P:139	Xul5P.Rib5P:387	Xul5P.Rib5P:197	Sed7P.GA3P:135	Sed7P.GA3P:78	Sed7P:78	Xul5P.Rib5P:624	Sed7P.GA3P:912	Xul5P.Ery4P:360	Xul5P.Rib5P:600	Sed7P:75	Sed7P.GA3P:75	Sed7P.GA3P:71	Sed7P:71	Xul5P.Rib5P:568	Sed7P.GA3P:77	Sed7P:77	Xul5P.Rib5P:616	Sed7P.GA3P:184	Sed7P.GA3P:180	Sed7P.GA3P:624	Sed7P.GA3P:323	Sed7P.GA3P:432	Xul5P.Ery4P:401	Xul5P.Ery4P:402	Xul5P.Ery4P:404	Xul5P.Ery4P:408	Xul5P.Ery4P:216	Xul5P.Ery4P:210	Xul5P.Ery4P:212	Xul5P.Rib5P:43	Sed7P.GA3P:418	Xul5P.Rib5P:46	Xul5P.Rib5P:45	Sed7P.GA3P:298	Xul5P.Rib5P:519	Sed7P.GA3P:225	Sed7P.GA3P:523	Sed7P.GA3P:526	Sed7P.GA3P:525	Xul5P.Ery4P:78	Xul5P.Ery4P:71	Xul5P.Ery4P:75	Xul5P.Ery4P:77	Sed7P.GA3P:312	Xul5P.Rib5P:340	Xul5P.Rib5P:588	Xul5P.Rib5P:582	Xul5P.Rib5P:581	Xul5P.Rib5P:586	Xul5P.Rib5P:585	Xul5P.Ery4P:141	Xul5P.Ery4P:142	Sed7P.GA3P:792	Xul5P.Rib5P:330	Sed7P.GA3P:417	Xul5P.Ery4P:149	Sed7P.GA3P:556	Sed7P.GA3P:554	Sed7P.GA3P:553	Sed7P.GA3P:294	Xul5P.Rib5P:904	Sed7P:113	Sed7P.GA3P:113	Xul5P.Rib5P:900	Xul5P.Rib5P:139	Sed7P.GA3P:676	Sed7P.GA3P:674	Xul5P.Rib5P:649	Sed7P.GA3P:778	Xul5P.Rib5P:645	Sed7P.GA3P:777	Sed7P.GA3P:774	Xul5P.Rib5P:646	Sed7P.GA3P:773	Xul5P.Rib5P:643	Sed7P.GA3P:771	Sed7P.GA3P:387	Sed7P.GA3P:297	Sed7P.GA3P:389	Sed7P.GA3P:708	Sed7P.GA3P:706	Sed7P.GA3P:705	Sed7P.GA3P:308	Xul5P.Ery4P:449	Sed7P.GA3P:616	Xul5P.Rib5P:86	Xul5P.Rib5P:163	Xul5P.Rib5P:165	Xul5P.Rib5P:166	Xul5P.Rib5P:89	Xul5P.Ery4P:147	Sed7P.GA3P:178	Sed7P.GA3P:177	Sed7P.GA3P:170	Sed7P.GA3P:172	Xul5P.Ery4P:337	Xul5P.Ery4P:209	Sed7P.GA3P:840	Sed7P.GA3P:424	Xul5P.Ery4P:387	Xul5P.Ery4P:389	Sed7P.GA3P:581	Sed7P.GA3P:582	Sed7P.GA3P:585	Xul5P.Rib5P:420	Xul5P.Rib5P:549	Xul5P.Rib5P:547	Xul5P.Rib5P:540	Xul5P.Ery4P:184	Xul5P.Ery4P:180	Xul5P.Ery4P:92	Xul5P.Ery4P:90	Sed7P.GA3P:720	Xul5P.Ery4P:99	Xul5P.Ery4P:332	Sed7P.GA3P:452	Sed7P.GA3P:450	Xul5P.Rib5P:550	Xul5P.Ery4P:330	Xul5P.Rib5P:553	Sed7P.GA3P:897	Sed7P.GA3P:736	Xul5P.Ery4P:308	Sed7P.GA3P:226	Sed7P.GA3P:228	Xul5P.Rib5P:60	Xul5P.Rib5P:332	Xul5P.Rib5P:337	Xul5P.Rib5P:338	Xul5P.Ery4P:139	Xul5P.Rib5P:156	Sed7P.GA3P:649	Xul5P.Ery4P:135	Sed7P.GA3P:354	Sed7P.GA3P:356	Xul5P.Rib5P:153	Sed7P.GA3P:420	Sed7P.GA3P:353	Xul5P.Rib5P:836	Xul5P.Rib5P:834	Xul5P.Rib5P:833	Sed7P.GA3P:550	Sed7P.GA3P:646	Sed7P.GA3P:645	Sed7P.GA3P:643	Xul5P.Ery4P:354	Xul5P.Ery4P:356	Xul5P.Rib5P:209	Sed7P.GA3P:900	Xul5P.Ery4P:353	Xul5P.Rib5P:204	Xul5P.Rib5P:201	Xul5P.Rib5P:202	Xul5P.Rib5P:612	Xul5P.Rib5P:610	Xul5P.Ery4P:418	Xul5P.Ery4P:417	Sed7P.GA3P:562	Sed7P.GA3P:673	Sed7P.GA3P:833	Xul5P.Ery4P:225	Xul5P.Ery4P:226	Xul5P.Rib5P:113	Xul5P.Rib5P:114	Xul5P.Rib5P:116	Xul5P.Rib5P:51	Xul5P.Rib5P:53	Xul5P.Rib5P:54	Xul5P.Rib5P:57	Xul5P.Rib5P:58	Sed7P.GA3P:898	Xul5P.Rib5P:804	Xul5P.Rib5P:802	Xul5P.Rib5P:801	Xul5P.Ery4P:178	Xul5P.Ery4P:177	Xul5P.Ery4P:170	Xul5P.Rib5P:579	Xul5P.Ery4P:172	Sed7P.GA3P:780	Sed7P.GA3P:786	Sed7P.GA3P:785	Sed7P.GA3P:788	Sed7P.GA3P:464	Sed7P.GA3P:600	Sed7P.GA3P:547	Sed7P.GA3P:540	Sed7P.GA3P:549	Xul5P.Rib5P:658	Xul5P.Rib5P:652	Xul5P.Rib5P:650	Sed7P.GA3P:609	Xul5P.Rib5P:657	Xul5P.Rib5P:898	Xul5P.Rib5P:897	Sed7P.GA3P:267	Sed7P.GA3P:263	Sed7P.GA3P:306	Sed7P.GA3P:305	Sed7P.GA3P:269	Sed7P.GA3P:300	Xul5P.Ery4P:452	Xul5P.Ery4P:450	Xul5P.Ery4P:456	Xul5P.Ery4P:267	Sed7P.GA3P:326	Xul5P.Ery4P:263	Xul5P.Ery4P:306	Xul5P.Rib5P:154	Sed7P.GA3P:284	Xul5P.Ery4P:305	Xul5P.Ery4P:269	Xul5P.Rib5P:150	Xul5P.Ery4P:300	Sed7P.GA3P:281	Xul5P.Rib5P:90	Xul5P.Rib5P:92	Xul5P.Rib5P:396	Xul5P.Rib5P:394	Xul5P.Rib5P:99	Xul5P.Rib5P:390	Sed7P.GA3P:169	Sed7P.GA3P:163	Sed7P.GA3P:166	Sed7P.GA3P:165	Xul5P.Ery4P:424	Xul5P.Ery4P:420	Sed7P.GA3P:848	Xul5P.Rib5P:538	Xul5P.Rib5P:533	Xul5P.Rib5P:531	Xul5P.Rib5P:537	Xul5P.Rib5P:534	Xul5P.Rib5P:393	Xul5P.Ery4P:284	Xul5P.Ery4P:282	Xul5P.Ery4P:281	Xul5P.Rib5P:284	Xul5P.Rib5P:281	Sed7P.GA3P:330	Xul5P.Rib5P:282	Xul5P.Rib5P:326	Xul5P.Rib5P:325	Xul5P.Rib5P:323	Sed7P.GA3P:338	Sed7P.GA3P:360	Xul5P.Rib5P:449	Sed7P.GA3P:834	Xul5P.Ery4P:120	Sed7P.GA3P:836	Xul5P.Ery4P:228	Sed7P.GA3P:153	Sed7P.GA3P:150	Sed7P.GA3P:156	Sed7P.GA3P:658	Sed7P.GA3P:154	Sed7P.GA3P:657	Sed7P.GA3P:650	Sed7P.GA3P:652	Xul5P.Ery4P:340	Xul5P.Rib5P:660	Xul5P.Rib5P:195	Xul5P.Ery4P:344	Xul5P.Rib5P:212	Xul5P.Rib5P:198	Xul5P.Rib5P:210	Xul5P.Ery4P:166	Sed7P.GA3P:232	Xul5P.Rib5P:85	Sed7P.GA3P:808	Sed7P.GA3P:804	Xul5P.Ery4P:232	Sed7P.GA3P:801	Sed7P.GA3P:802	Xul5P.Rib5P:83	Xul5P.Rib5P:106	Xul5P.Rib5P:105	Xul5P.Rib5P:102	Xul5P.Rib5P:269	Xul5P.Rib5P:101	Xul5P.Rib5P:267	Xul5P.Rib5P:263	Xul5P.Rib5P:108	Xul5P.Ery4P:338	Xul5P.Rib5P:169	Sed7P.GA3P:586	Xul5P.Ery4P:312	Xul5P.Rib5P:329	Sed7P.GA3P:660	Xul5P.Rib5P:402	Xul5P.Rib5P:401	Xul5P.Rib5P:404	Xul5P.Rib5P:564	Xul5P.Ery4P:169	Xul5P.Rib5P:561	Xul5P.Rib5P:562	Xul5P.Ery4P:163	Xul5P.Ery4P:165	Xul5P.Rib5P:778	Sed7P.GA3P:282	Sed7P.GA3P:579	b
Glc6P:45	ppp1.fwd+emp1.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	upt.fwd*(GLC:45)
Fru6P:45	-(emp1.fwd)	ppp6.s.rev+emp2.fwd+ppp4.s.rev	-(ppp4.s.fwd)	-(ppp6.s.fwd)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xul5P.Ery4P:45	0	-(ppp4.s.rev)	ppp4.f.rev+ppp4.s.fwd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ppp4.f.fwd*(Ery4P:13*Xul5P:2)
Sed7P.GA3P:45	0	-(ppp6.s.rev)	0	ppp6.s.fwd+ppp6.f.rev	-(ppp6.f.fwd)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
